   ;DATA_ACTUAL_DATE;DATA_ACTUAL_END_DATE;CURRENCY_RK;REDUCED_COURCE;CODE_ISO_NUM
229;2018-01-23;2018-01-23;205699733;2.73075;203
230;2018-01-23;2018-01-23;205699734;.224186;348
231;2018-01-23;2018-01-23;409611215;6.41823;972
232;2018-01-23;2018-01-23;55;.052906;410
233;2018-01-23;2018-01-23;57;.821859;417
234;2018-01-23;2018-01-23;58;35.4334;100
235;2018-01-23;2018-01-23;59;7.24304;344
236;2018-01-23;2018-01-23;42;45.3953;124
237;2018-01-23;2018-01-23;43;9.31274;208
238;2018-01-23;2018-01-23;44;69.265;978
239;2018-01-23;2018-01-23;50;.887904;356
240;2018-01-23;2018-01-23;37;.510835;392
241;2018-01-23;2018-01-23;39;45.2839;036
242;2018-01-23;2018-01-23;40;7.22014;578
243;2018-01-23;2018-01-23;41;1.96193;980
244;2018-01-23;2018-01-23;30;58.9303;756
245;2018-01-23;2018-01-23;31;78.665;826
246;2018-01-23;2018-01-23;35;56.6261;840
247;2018-01-23;2018-01-23;36;16.62;985
248;2018-01-23;2018-01-23;21;14.8637;949
249;2018-01-23;2018-01-23;25;17.7134;986
250;2018-01-23;2018-01-23;28;.174705;398
251;2018-01-23;2018-01-23;529511969;.117604;051
252;2016-07-01;2050-12-31;38;31.8884;974
253;2018-01-20;2018-01-22;427870281;28.6339;933
254;2018-01-20;2018-01-22;529511969;.117308;051
255;2018-01-20;2018-01-22;529511970;33.2291;944
256;2018-01-20;2018-01-22;62;8.83682;156
257;2018-01-20;2018-01-22;205699733;2.7355;203
258;2018-01-20;2018-01-22;205699734;.224949;348
259;2018-01-20;2018-01-22;409611215;6.41601;972
260;2018-01-20;2018-01-22;55;.053097;410
261;2018-01-20;2018-01-22;57;.818354;417
262;2018-01-20;2018-01-22;58;35.5237;100
263;2018-01-20;2018-01-22;59;7.23925;344
264;2018-01-20;2018-01-22;42;45.5703;124
265;2018-01-20;2018-01-22;43;9.33015;208
266;2018-01-20;2018-01-22;44;69.3953;978
267;2018-01-20;2018-01-22;50;.888092;356
268;2018-01-20;2018-01-22;37;.511726;392
269;2018-01-20;2018-01-22;39;45.4242;036
270;2018-01-20;2018-01-22;40;7.22326;578
271;2018-01-20;2018-01-22;41;1.9598;980
272;2018-01-20;2018-01-22;30;59.293;756
273;2018-01-20;2018-01-22;31;78.8231;826
274;2018-01-20;2018-01-22;35;56.5892;840
275;2018-01-20;2018-01-22;36;16.6748;985
276;2018-01-20;2018-01-22;21;14.979;949
277;2018-01-20;2018-01-22;25;17.6483;986
278;2018-01-20;2018-01-22;28;.174362;398
279;2018-01-20;2018-01-22;29;7.07029;752
280;2016-07-01;2050-12-31;38;31.8884;974
281;2018-01-20;2018-01-22;427870281;28.6339;933
282;2018-01-20;2018-01-22;529511969;.117308;051
283;2018-01-20;2018-01-22;529511970;33.2291;944
284;2018-01-20;2018-01-22;62;8.83682;156
285;2018-01-20;2018-01-22;205699733;2.7355;203
286;2018-01-20;2018-01-22;205699734;.224949;348
287;2018-01-20;2018-01-22;409611215;6.41601;972
288;2018-01-20;2018-01-22;55;.053097;410
289;2018-01-20;2018-01-22;57;.818354;417
290;2018-01-20;2018-01-22;58;35.5237;100
291;2018-01-20;2018-01-22;59;7.23925;344
292;2018-01-20;2018-01-22;42;45.5703;124
293;2018-01-20;2018-01-22;43;9.33015;208
294;2018-01-20;2018-01-22;44;69.3953;978
295;2018-01-20;2018-01-22;50;.888092;356
296;2018-01-20;2018-01-22;37;.511726;392
297;2018-01-20;2018-01-22;39;45.4242;036
298;2018-01-20;2018-01-22;40;7.22326;578
299;2018-01-20;2018-01-22;41;1.9598;980
300;2018-01-20;2018-01-22;30;59.293;756
301;2018-01-20;2018-01-22;31;78.8231;826
302;2018-01-20;2018-01-22;35;56.5892;840
303;2018-01-20;2018-01-22;36;16.6748;985
304;2018-01-20;2018-01-22;21;14.979;949
305;2018-01-20;2018-01-22;25;17.6483;986
306;2018-01-20;2018-01-22;28;.174362;398
307;2018-01-20;2018-01-22;29;7.07029;752
308;2016-07-01;2050-12-31;38;31.8884;974
309;2018-01-20;2018-01-22;427870281;28.6339;933
310;2018-01-20;2018-01-22;529511969;.117308;051
311;2018-01-20;2018-01-22;529511970;33.2291;944
312;2018-01-20;2018-01-22;62;8.83682;156
313;2018-01-20;2018-01-22;205699733;2.7355;203
314;2018-01-20;2018-01-22;205699734;.224949;348
315;2018-01-20;2018-01-22;409611215;6.41601;972
316;2018-01-20;2018-01-22;55;.053097;410
317;2018-01-20;2018-01-22;57;.818354;417
318;2018-01-20;2018-01-22;58;35.5237;100
319;2018-01-20;2018-01-22;59;7.23925;344
320;2018-01-20;2018-01-22;42;45.5703;124
321;2018-01-20;2018-01-22;43;9.33015;208
322;2018-01-20;2018-01-22;44;69.3953;978
323;2018-01-20;2018-01-22;50;.888092;356
324;2018-01-20;2018-01-22;37;.511726;392
325;2018-01-20;2018-01-22;39;45.4242;036
326;2018-01-20;2018-01-22;40;7.22326;578
327;2018-01-20;2018-01-22;41;1.9598;980
328;2018-01-20;2018-01-22;30;59.293;756
329;2018-01-20;2018-01-22;31;78.8231;826
330;2018-01-20;2018-01-22;35;56.5892;840
331;2018-01-20;2018-01-22;36;16.6748;985
332;2018-01-20;2018-01-22;21;14.979;949
333;2018-01-20;2018-01-22;25;17.6483;986
334;2018-01-20;2018-01-22;28;.174362;398
335;2018-01-20;2018-01-22;29;7.07029;752
336;2016-07-01;2050-12-31;38;31.8884;974
337;2018-01-19;2018-01-19;427870281;28.5225;933
338;2018-01-19;2018-01-19;29;7.06441;752
339;2018-01-19;2018-01-19;529511970;33.3292;944
340;2018-01-19;2018-01-19;62;8.83488;156
341;2018-01-19;2018-01-19;205699733;2.72713;203
342;2018-01-19;2018-01-19;205699734;.224573;348
343;2018-01-19;2018-01-19;409611215;6.43075;972
344;2018-01-19;2018-01-19;55;.0530673;410
345;2018-01-19;2018-01-19;57;.817863;417
346;2018-01-19;2018-01-19;58;35.4261;100
347;2018-01-19;2018-01-19;59;7.25911;344
348;2018-01-19;2018-01-19;42;45.6525;124
349;2018-01-19;2018-01-19;43;9.30685;208
350;2018-01-19;2018-01-19;44;69.2582;978
351;2018-01-19;2018-01-19;50;.889163;356
352;2018-01-19;2018-01-19;37;.510406;392
353;2018-01-19;2018-01-19;39;45.2999;036
354;2018-01-19;2018-01-19;40;7.2128;578
355;2018-01-19;2018-01-19;41;1.97254;980
356;2018-01-19;2018-01-19;30;58.8916;756
357;2018-01-19;2018-01-19;31;78.5497;826
358;2018-01-19;2018-01-19;35;56.7597;840
359;2018-01-19;2018-01-19;36;16.6226;985
360;2018-01-19;2018-01-19;21;14.9399;949
361;2018-01-19;2018-01-19;25;17.6065;986
362;2018-01-19;2018-01-19;28;.17475;398
363;2018-01-19;2018-01-19;529511969;.117564;051
364;2016-07-01;2050-12-31;38;31.8884;974
365;2018-01-18;2018-01-18;427870281;28.3601;933
366;2018-01-18;2018-01-18;29;7.04001;752
367;2018-01-18;2018-01-18;529511970;33.2311;944
368;2018-01-18;2018-01-18;62;8.7979;156
369;2018-01-18;2018-01-18;205699733;2.72184;203
370;2018-01-18;2018-01-18;205699734;.224164;348
371;2018-01-18;2018-01-18;409611215;6.42002;972
372;2018-01-18;2018-01-18;55;.0529664;410
373;2018-01-18;2018-01-18;57;.814867;417
374;2018-01-18;2018-01-18;58;35.4079;100
375;2018-01-18;2018-01-18;59;7.23736;344
376;2018-01-18;2018-01-18;42;45.4631;124
377;2018-01-18;2018-01-18;43;9.29773;208
378;2018-01-18;2018-01-18;44;69.173;978
379;2018-01-18;2018-01-18;50;.885468;356
380;2018-01-18;2018-01-18;37;.51097;392
381;2018-01-18;2018-01-18;39;45.0872;036
382;2018-01-18;2018-01-18;40;7.19366;578
383;2018-01-18;2018-01-18;41;1.97531;980
384;2018-01-18;2018-01-18;30;58.8218;756
385;2018-01-18;2018-01-18;31;77.9562;826
386;2018-01-18;2018-01-18;35;56.5925;840
387;2018-01-18;2018-01-18;36;16.6038;985
388;2018-01-18;2018-01-18;21;14.8315;949
389;2018-01-18;2018-01-18;25;17.5519;986
390;2018-01-18;2018-01-18;28;.173233;398
391;2018-01-18;2018-01-18;529511969;.117144;051
392;2016-07-01;2050-12-31;38;31.8884;974
393;2018-01-17;2018-01-17;427870281;28.2716;933
394;2018-01-17;2018-01-17;29;7.03476;752
395;2018-01-17;2018-01-17;529511970;33.1109;944
396;2018-01-17;2018-01-17;62;8.76131;156
397;2018-01-17;2018-01-17;205699733;2.70666;203
398;2018-01-17;2018-01-17;205699734;.223788;348
399;2018-01-17;2018-01-17;409611215;6.391;972
400;2018-01-17;2018-01-17;55;.0530152;410
401;2018-01-17;2018-01-17;57;.812153;417
402;2018-01-17;2018-01-17;58;35.3307;100
403;2018-01-17;2018-01-17;59;7.20638;344
404;2018-01-17;2018-01-17;42;45.3825;124
405;2018-01-17;2018-01-17;43;9.2769;208
406;2018-01-17;2018-01-17;44;69.0243;978
407;2018-01-17;2018-01-17;50;.882887;356
408;2018-01-17;2018-01-17;37;.509306;392
409;2018-01-17;2018-01-17;39;44.9298;036
410;2018-01-17;2018-01-17;40;7.16227;578
411;2018-01-17;2018-01-17;41;1.96747;980
412;2018-01-17;2018-01-17;30;58.53;756
413;2018-01-17;2018-01-17;31;77.7588;826
414;2018-01-17;2018-01-17;35;56.3878;840
415;2018-01-17;2018-01-17;36;16.5627;985
416;2018-01-17;2018-01-17;21;14.7747;949
417;2018-01-17;2018-01-17;25;17.5319;986
418;2018-01-17;2018-01-17;28;.172098;398
419;2018-01-17;2018-01-17;529511969;.116672;051
420;2016-07-01;2050-12-31;38;31.8884;974
421;2018-01-16;2018-01-16;427870281;28.2774;933
422;2018-01-16;2018-01-16;29;6.99408;752
423;2018-01-16;2018-01-16;529511970;33.0927;944
424;2018-01-16;2018-01-16;62;8.74931;156
425;2018-01-16;2018-01-16;205699733;2.69573;203
426;2018-01-16;2018-01-16;205699734;.222649;348
427;2018-01-16;2018-01-16;409611215;6.38605;972
428;2018-01-16;2018-01-16;55;.0530006;410
429;2018-01-16;2018-01-16;57;.812176;417
430;2018-01-16;2018-01-16;58;35.1879;100
431;2018-01-16;2018-01-16;59;7.20244;344
432;2018-01-16;2018-01-16;42;45.2884;124
433;2018-01-16;2018-01-16;43;9.23959;208
434;2018-01-16;2018-01-16;44;68.8174;978
435;2018-01-16;2018-01-16;50;.88821;356
436;2018-01-16;2018-01-16;37;.509073;392
437;2018-01-16;2018-01-16;39;44.7925;036
438;2018-01-16;2018-01-16;40;7.11775;578
439;2018-01-16;2018-01-16;41;1.97328;980
440;2018-01-16;2018-01-16;30;58.3465;756
441;2018-01-16;2018-01-16;31;77.5076;826
442;2018-01-16;2018-01-16;35;56.3569;840
443;2018-01-16;2018-01-16;36;16.5071;985
444;2018-01-16;2018-01-16;21;14.9993;949
445;2018-01-16;2018-01-16;25;17.578;986
446;2018-01-16;2018-01-16;28;.170983;398
447;2018-01-16;2018-01-16;529511969;.116729;051
448;2016-07-01;2050-12-31;38;31.8884;974
449;2018-01-13;2018-01-15;427870281;28.2614;933
450;2018-01-13;2018-01-15;29;6.97575;752
451;2018-01-13;2018-01-15;529511970;33.2366;944
452;2018-01-13;2018-01-15;62;8.75134;156
453;2018-01-13;2018-01-15;205699733;2.67881;203
454;2018-01-13;2018-01-15;205699734;.221239;348
455;2018-01-13;2018-01-15;409611215;6.42109;972
456;2018-01-13;2018-01-15;55;.0532123;410
457;2018-01-13;2018-01-15;57;.815296;417
458;2018-01-13;2018-01-15;58;34.9351;100
459;2018-01-13;2018-01-15;59;7.23504;344
460;2018-01-13;2018-01-15;42;45.1515;124
461;2018-01-13;2018-01-15;43;9.17626;208
462;2018-01-13;2018-01-15;44;68.2562;978
463;2018-01-13;2018-01-15;50;.889932;356
464;2018-01-13;2018-01-15;37;.508713;392
465;2018-01-13;2018-01-15;39;44.574;036
466;2018-01-13;2018-01-15;40;7.0748;578
467;2018-01-13;2018-01-15;41;1.98255;980
468;2018-01-13;2018-01-15;30;58.083;756
469;2018-01-13;2018-01-15;31;76.7465;826
470;2018-01-13;2018-01-15;35;56.6019;840
471;2018-01-13;2018-01-15;36;16.3907;985
472;2018-01-13;2018-01-15;21;15.0193;949
473;2018-01-13;2018-01-15;25;17.6028;986
474;2018-01-13;2018-01-15;28;.171737;398
475;2018-01-13;2018-01-15;529511969;.117019;051
476;2016-07-01;2050-12-31;38;31.8884;974
477;2018-01-13;2018-01-15;427870281;28.2614;933
478;2018-01-13;2018-01-15;29;6.97575;752
479;2018-01-13;2018-01-15;529511970;33.2366;944
480;2018-01-13;2018-01-15;62;8.75134;156
481;2018-01-13;2018-01-15;205699733;2.67881;203
482;2018-01-13;2018-01-15;205699734;.221239;348
483;2018-01-13;2018-01-15;409611215;6.42109;972
484;2018-01-13;2018-01-15;55;.0532123;410
485;2018-01-13;2018-01-15;57;.815296;417
486;2018-01-13;2018-01-15;58;34.9351;100
487;2018-01-13;2018-01-15;59;7.23504;344
488;2018-01-13;2018-01-15;42;45.1515;124
489;2018-01-13;2018-01-15;43;9.17626;208
490;2018-01-13;2018-01-15;44;68.2562;978
491;2018-01-13;2018-01-15;50;.889932;356
492;2018-01-13;2018-01-15;37;.508713;392
493;2018-01-13;2018-01-15;39;44.574;036
494;2018-01-13;2018-01-15;40;7.0748;578
495;2018-01-13;2018-01-15;41;1.98255;980
496;2018-01-13;2018-01-15;30;58.083;756
497;2018-01-13;2018-01-15;31;76.7465;826
498;2018-01-13;2018-01-15;35;56.6019;840
499;2018-01-13;2018-01-15;36;16.3907;985
500;2018-01-13;2018-01-15;21;15.0193;949
501;2018-01-13;2018-01-15;25;17.6028;986
502;2018-01-13;2018-01-15;28;.171737;398
503;2018-01-13;2018-01-15;529511969;.117019;051
504;2016-07-01;2050-12-31;38;31.8884;974
505;2018-01-13;2018-01-15;427870281;28.2614;933
506;2018-01-13;2018-01-15;29;6.97575;752
507;2018-01-13;2018-01-15;529511970;33.2366;944
508;2018-01-13;2018-01-15;62;8.75134;156
509;2018-01-13;2018-01-15;205699733;2.67881;203
510;2018-01-13;2018-01-15;205699734;.221239;348
511;2018-01-13;2018-01-15;409611215;6.42109;972
512;2018-01-13;2018-01-15;55;.0532123;410
513;2018-01-13;2018-01-15;57;.815296;417
514;2018-01-13;2018-01-15;58;34.9351;100
515;2018-01-13;2018-01-15;59;7.23504;344
516;2018-01-13;2018-01-15;42;45.1515;124
517;2018-01-13;2018-01-15;43;9.17626;208
518;2018-01-13;2018-01-15;44;68.2562;978
519;2018-01-13;2018-01-15;50;.889932;356
520;2018-01-13;2018-01-15;37;.508713;392
521;2018-01-13;2018-01-15;39;44.574;036
522;2018-01-13;2018-01-15;40;7.0748;578
523;2018-01-13;2018-01-15;41;1.98255;980
524;2018-01-13;2018-01-15;30;58.083;756
525;2018-01-13;2018-01-15;31;76.7465;826
526;2018-01-13;2018-01-15;35;56.6019;840
527;2018-01-13;2018-01-15;36;16.3907;985
528;2018-01-13;2018-01-15;21;15.0193;949
529;2018-01-13;2018-01-15;25;17.6028;986
530;2018-01-13;2018-01-15;28;.171737;398
531;2018-01-13;2018-01-15;529511969;.117019;051
532;2016-07-01;2050-12-31;38;31.8884;974
533;2018-01-12;2018-01-12;427870281;28.2535;933
534;2018-01-12;2018-01-12;29;6.94773;752
535;2018-01-12;2018-01-12;529511970;33.4678;944
536;2018-01-12;2018-01-12;62;8.75739;156
537;2018-01-12;2018-01-12;205699733;2.6641;203
538;2018-01-12;2018-01-12;205699734;.219942;348
539;2018-01-12;2018-01-12;409611215;6.4618;972
540;2018-01-12;2018-01-12;55;.0532004;410
541;2018-01-12;2018-01-12;57;.823756;417
542;2018-01-12;2018-01-12;58;34.7683;100
543;2018-01-12;2018-01-12;59;7.28463;344
544;2018-01-12;2018-01-12;42;45.3174;124
545;2018-01-12;2018-01-12;43;9.13261;208
546;2018-01-12;2018-01-12;44;68.0586;978
547;2018-01-12;2018-01-12;50;.894331;356
548;2018-01-12;2018-01-12;37;.510325;392
549;2018-01-12;2018-01-12;39;44.8442;036
550;2018-01-12;2018-01-12;40;7.06065;578
551;2018-01-12;2018-01-12;41;2.00389;980
